Class,Glycine,Lactic acid,Pyruvic acid,Valine,Leucine1,Glycerol,Isoleucine,Leucine2,Malonic acid,Glycine2,Phosphate,Threonine1,Alanine,Threonine2,Succinic acid,Benzoic acid,Threitol,Malic acid,hydroxyproline1,Aspartic acid1,aminobutyric acid,Aspartic acid2,hydroxyproline2,Xylitol,Hydroxyglutaric acid,ethyl ester,Methionine,Creatinine,Putrescine,Hypotaurine,Glutamic acid,KA/AKA/T,Fructose,T/S/F1,S/A/M/G/G,T/S/F2,Glycerol3phoshate,A/M/G/G1,A/M/G/G2,A/M/G/G3,Citric acid,Acetylaspartic acid,Glucose,Scyllo-inositol,Lysine,S-I/M-I/I,Pantothenic acid,Tyramin/Tyrosine,Hexadecanoic acid,OA/SA/NA,Myo-Inositol-1-phosphate,a-l/l/M/c
ND2,0.914367487,1.359882602,0.027265567,0.000891244,0.061896317,0.049055552,0.06969684,NaN,0.507667803,0.136598776,4.884016795,0.025550159,0.029437363,NaN,0.010871409,0.011333043,0.024208829,0.013094208,0.053789579,NaN,0.011618374,NaN,NaN,0.007458928,0.00491728,0.01882374,0.006356246,0.002840292,0.172354975,0.028644444,0.18213781,0.002818106,0.003325071,0.081817132,0.017175763,NaN,0.024993086,0.002318667,0.001362648,0.000470224,0.15710721,0.008876922,0.001539196,NaN,NaN,0.847657103,0.000906267,0.011943064,0.025947131,0.13196048,NaN,NaN
ND2,0.920225631,1.70293572,0.016962437,NaN,NaN,0.054140981,0.072047077,NaN,0.514836667,0.109408733,4.46262071,0.020935463,0.047177773,NaN,NaN,0.011509217,0.030291906,0.015894932,0.063350539,0.020221648,NaN,NaN,NaN,0.008431882,0.005782032,0.020393533,0.005636874,NaN,0.162757449,0.024147276,0.233190756,NaN,0.003557703,0.139012225,0.0252536,0.054227012,0.019279239,0.014517577,0.00542943,0.003038916,0.133169181,0.007476688,0.006248786,NaN,NaN,0.753424353,0.001193512,0.012609578,0.024297168,0.111136511,NaN,0.001794129
ND2,0.910987066,1.606509131,0.025607796,NaN,NaN,0.044252857,0.081730003,NaN,0.505612129,0.14894535,5.281204273,0.034417003,0.065632128,NaN,NaN,0.01163608,0.029236474,0.014795678,0.037752565,0.019025357,NaN,NaN,NaN,0.007810457,0.00511819,0.019546176,0.009011673,0.003843836,0.172213341,0.024980967,0.383316449,0.003235005,0.004211039,0.114782418,0.023188529,0.042516995,0.024867306,0.013461043,0.008333846,0.002985076,0.124104422,0.008660977,0.012567949,0.009117824,NaN,0.921586969,0.001364844,0.013848516,0.019001951,0.100289939,0.00160905,0.001787092
ND2,0.918538962,1.553950996,0.025150863,0.002068028,0.073474258,0.047393835,0.082194229,0.007371488,0.474919651,0.156859258,5.843704104,0.032450337,0.037800573,0.005425393,0.012305759,0.012461488,0.027025199,0.014789101,0.054730692,0.017976958,0.011294525,0.007629512,0.063293049,0.007514652,0.005010102,0.024797144,0.007536569,0.006763987,0.144998921,0.030281033,0.451947966,0.003285961,0.00456695,0.099725544,0.020063,0.037164759,0.023616052,0.010420082,0.007274757,0.002838125,0.127426628,0.007277243,0.00710221,0.007682954,0.008588518,0.812923265,0.001205887,0.009802492,0.023236103,0.12942806,0.001796032,0.001304511
H,0.950559744,3.374387802,0.043753967,0.012035439,0.23394791,0.178103429,0.229791122,0.166122372,0.406666646,0.31637209,3.731062941,0.106871376,NaN,0.046584922,NaN,0.01329157,0.108627524,0.01694563,0.075871098,0.049771081,0.015879269,0.110226613,0.112464372,0.022264678,0.015107331,0.02682632,NaN,0.013086924,NaN,0.020767053,2.249058469,0.001031413,NaN,0.80219025,0.127076804,0.328580221,0.05855344,0.006124831,0.001111339,0.001241188,0.049193012,NaN,0.002404478,NaN,0.089177889,0.928510856,0.001451094,0.069676708,0.03122507,0.150576172,0.002832083,0.010453889
H,0.980284634,2.720222871,0.025031938,0.005424932,0.187647798,0.109277522,0.199610657,0.021274175,0.505081974,0.24611466,4.410368491,0.067416524,NaN,0.0041865,NaN,0.01510436,0.058365361,0.013021669,0.065795366,0.03489485,0.01273444,0.010356436,0.095175053,0.014264177,0.00625567,0.037425216,0.020829078,0.00685491,0.143976871,0.015737168,0.975550035,0.000942845,0.002335037,0.336214463,0.059592518,0.130520005,0.050277302,0.010645982,0.002427259,0.002063752,0.031288184,0.003451589,0.003105554,0.003768615,0.032994918,0.6651906,0.000932101,0.032765387,0.030557335,0.137219213,0.002958943,0.005497808
H,0.934254538,2.513807386,0.035561035,0.004215494,0.181210948,0.106875275,0.192127254,0.027985605,0.534887648,0.236140365,3.84623653,0.072385614,0.062002299,0.007293446,0.021875558,0.014422029,0.060692636,0.012884181,0.05396393,0.036513858,0.018626087,0.012371943,0.096101582,0.013024889,NaN,0.027996251,NaN,0.007439799,NaN,0.019553617,1.091905827,0.001315065,0.003498351,0.352435854,0.063495778,0.132663298,0.049531649,0.064497005,0.01151569,0.012493161,0.033281381,0.004360233,0.013511686,0.003831324,0.031009172,0.679230829,0.001245827,0.030425205,0.027886716,0.129965683,0.002290849,0.005268204
H,0.923360045,2.113150847,0.032167701,0.004216873,0.151921575,0.070537583,0.16488112,0.013854621,0.520448553,0.230964914,2.546930471,0.038913195,0.034751897,0.009808828,0.018726675,0.012330709,0.043042816,0.017582426,0.04427554,0.025107991,0.009509511,NaN,0.079155124,0.011550958,0.008058722,0.030848822,0.013975408,NaN,0.126520485,0.022419498,1.074214878,NaN,0.008173039,0.317637858,0.055241613,0.117643877,0.057428082,0.139773345,0.019714598,0.026520796,0.024356689,0.006103981,0.017078062,0.006754802,0.014388387,0.839589945,0.00231648,0.018688414,0.030384895,0.148975522,0.009909902,0.002094599
H,0.951978093,1.993605898,0.019221104,0.00288798,NaN,0.042003978,0.114658268,0.004192777,0.499808262,0.200907137,10.15062346,0.044087606,0.076943611,NaN,0.012609776,0.01053675,0.033888535,0.012567187,0.047610519,0.012382929,0.003105369,NaN,0.043030827,0.009502899,0.006936773,0.036540492,0.010803743,NaN,0.065593312,0.013745804,0.411648389,0.000870198,0.004268829,0.175739517,0.030597379,0.067042516,0.042546372,0.043275441,0.011401377,0.008269769,0.023969511,0.003638546,0.013628777,0.004913706,NaN,0.69667716,0.000806126,0.007150568,0.030631117,0.133720465,0.001634294,0.001362749
H,0.904784569,1.815213344,0.024438715,NaN,0.13582128,0.057672516,0.150767027,0.025046683,0.523602656,NaN,NaN,0.035981493,0.015928972,0.016467843,0.015080134,0.01101424,0.033379619,0.018856364,0.068811745,0.019564342,0.008638317,NaN,0.072405026,0.010663052,0.006929731,0.02480611,0.011327204,NaN,0.106471928,0.023203344,0.970851687,0.000909233,0.007069976,0.206497209,0.038009719,0.078449955,0.06856714,0.022071875,0.003669386,0.003699195,0.020552055,0.004836419,0.002632146,NaN,0.00568405,0.776001202,0.001199396,0.017162824,0.027461654,0.139930222,0.012025904,0.001870391
H,NaN,NaN,0.033903922,0.002172003,0.127622293,0.075791507,0.146297856,0.013084062,0.47440855,NaN,3.827771982,0.03457826,0.059404727,0.009411727,NaN,0.015337312,0.054228679,0.013867097,0.029742136,0.026894739,0.005270327,0.013280177,0.064572794,0.01415958,0.00638961,0.026897068,0.014140152,0.003746973,0.075091654,0.013142033,1.190147802,0.000705151,0.005290781,0.41756882,0.069155672,0.148196624,0.034123429,0.07800166,0.019186211,0.01416124,0.022208949,0.003096643,0.017732997,0.005149085,0.018967067,0.719807729,0.001603287,0.018995153,0.022840244,0.114730134,0.006054479,0.00327631
H,0.916830591,1.821604131,0.014188115,0.004310558,0.085196982,0.045018685,0.10144572,0.0134084,0.504379076,0.252857623,5.168084535,0.040706984,0.022458024,NaN,NaN,0.00864451,0.032501337,0.012450584,0.066761968,0.015574338,0.005783795,NaN,0.053505715,0.01005812,0.005294914,0.024017573,0.008685473,NaN,NaN,0.020252845,0.57265966,NaN,0.005133775,0.144067675,0.026591743,0.055538283,0.048193418,0.032604076,0.017454571,0.006521378,0.026593375,NaN,0.024345473,0.004717664,NaN,0.619214808,0.000799563,0.007277688,0.025542997,0.101676863,0.001386924,0.001028001
H,0.936328395,2.054204339,0.041648076,NaN,0.226226497,0.145312453,0.239008649,0.076157553,0.518020251,NaN,3.163911605,0.089753956,NaN,0.010961747,0.032379771,0.014442972,0.076735015,0.01920611,0.104579877,0.04742298,0.022248644,0.026788836,0.124584796,0.019568619,0.010607216,0.029961791,0.029896062,NaN,0.168438973,0.027192548,1.635084332,0.001901759,0.004493826,0.42906088,0.076656231,0.172854413,0.077360249,0.049289925,0.008364984,0.00902962,0.04804211,0.005578051,0.010378305,NaN,0.038076724,0.792961395,0.001546338,0.053073627,0.032674537,0.14136143,0.004502493,0.005250589
H,0.96048304,2.378461452,0.033916468,NaN,0.155378278,0.072484909,0.191240335,0.016050297,0.54923546,0.249728441,2.017524262,0.04530807,0.031118522,0.005708296,NaN,0.014330128,0.045847186,0.019063536,0.055624466,0.025791627,0.00602683,NaN,0.067615099,0.015676912,0.006004665,0.025333941,0.015367842,NaN,0.108180971,0.018618422,0.85182322,0.001015707,0.008463141,0.344158611,0.055576667,0.129526972,0.055739302,0.188085052,0.017155643,0.038628354,0.022160196,0.004477643,0.009578781,0.007414782,NaN,0.726642328,0.001705645,0.017468445,0.028913096,0.132114398,0.011881641,0.001704769
H,0.924700232,2.086662723,0.022744502,NaN,0.092514864,0.054121306,0.111660044,0.011635938,0.497334287,NaN,5.474713314,0.041190901,NaN,NaN,0.015120754,0.011572197,0.035291285,0.012050918,0.059698045,0.01592237,0.005573071,NaN,0.053112435,0.011461677,0.005232011,0.023970076,0.01502335,NaN,0.096431873,0.015560422,0.691843814,0.001027858,0.004476928,0.191540599,0.034638607,0.07346179,0.043711355,0.062595749,0.022904765,0.012058392,0.028312471,0.004526339,0.028970587,0.004450698,0.001531099,0.645020431,0.001177677,0.010701124,0.024876112,0.104931237,0.001325635,0.001116651
H,0.910392634,2.046828062,0.031370091,NaN,0.097696534,0.056596019,0.105564697,0.012010567,0.498362649,0.18687066,5.849079066,0.042069276,0.031503126,NaN,0.015920667,0.013444979,0.042566185,0.011146631,0.050729889,0.018540559,0.003712608,NaN,0.048936112,0.011507304,NaN,0.026491956,0.010334193,0.003490785,0.088209902,0.014109786,0.662370601,0.001561109,0.004203997,0.264166747,0.043563382,0.103954555,0.040167065,0.058705732,0.008199202,0.010904147,0.027063074,0.003581936,0.008931503,NaN,NaN,0.615380067,0.001308252,0.009915473,0.026840088,0.11404792,NaN,0.001373621
H,0.946970749,2.504973546,0.053498957,0.007371686,0.2181566,0.112610832,0.233568602,0.044174079,0.542166282,0.277810472,2.561714596,0.055075088,0.043000417,0.033118039,0.027318365,0.016898669,0.077779361,0.023503845,0.051069861,0.043851387,NaN,0.01637043,0.115494569,0.022555581,0.011288963,0.02727294,NaN,NaN,0.164006121,0.030669555,2.123137542,0.001667404,0.007000568,0.599977261,0.096086824,0.227024035,0.072161535,0.107157454,0.011011203,0.019414681,0.037822349,0.006427473,0.009427824,0.007209953,0.027411264,0.955815693,0.002173451,0.04287547,0.03093296,0.140549347,0.011442458,NaN
H,0.96022433,2.05919871,0.047370395,0.010530491,0.219686935,0.140217919,0.222963052,0.091132064,0.538827062,0.263111678,7.833176188,0.100958996,NaN,0.013057919,NaN,0.014396597,0.079184849,0.01836685,0.055257743,0.049805107,0.018230165,0.018326045,0.12820013,0.019126412,0.008616357,0.02727309,0.02698211,0.010751796,0.158369272,0.022393573,1.661627666,0.001673188,0.003188977,0.536108137,0.086038305,0.215872628,0.056179434,0.016747258,0.002992712,0.002487411,0.038836013,0.004686146,0.00424854,NaN,0.037495808,0.792698345,0.001172613,0.04678548,0.029377746,0.128181805,0.002947414,0.006414833
H,0.925413528,2.170223816,0.028604367,0.003804831,0.133607423,0.065652019,0.166804596,0.015055037,0.52913127,0.221064594,2.103947641,0.041823161,0.045897787,0.004578892,0.016339143,0.014357994,0.035666399,0.019165433,0.054104225,0.01940164,0.00648552,NaN,0.065881595,0.01351788,0.008510983,0.023048103,0.011449234,NaN,0.100388122,0.024112644,0.914355362,0.001099599,0.009562455,0.244126873,0.045571697,0.092933898,0.069620593,0.032184373,NaN,0.005805197,0.025197428,0.005271699,0.010052769,NaN,NaN,0.796952195,0.001706203,0.010903788,0.027707811,0.123404086,0.011307011,0.00213374
H,0.960845146,2.596943694,0.028989426,NaN,0.181731222,0.111239783,0.220535838,0.025690853,0.512937779,0.255957585,3.159639012,0.077938844,0.057112221,NaN,0.020065336,0.011436085,0.05316622,0.013322984,0.05284872,0.036442074,0.01769846,NaN,0.101881075,0.01532267,0.006940526,0.028233654,0.02216171,0.006224265,0.140420039,0.021484448,1.227133071,0.001122821,0.005766316,0.37263178,0.06579991,0.14365239,0.065591193,0.049410166,0.009247039,0.008623396,0.031604481,0.003419541,0.013145156,0.004028534,0.025036875,0.742413387,0.001350583,0.034504929,0.031682051,0.135313753,0.001920954,0.005244253
H,0.922800357,2.071037471,0.029721443,0.004857616,0.103429735,0.055240196,0.132300707,0.009888573,0.514566261,0.192673235,5.965521306,0.053008941,0.040134259,NaN,0.014763581,0.010038685,0.036197304,0.011791226,0.054495172,0.018701993,0.00437323,NaN,0.060976852,0.010908257,0.005873891,0.024971324,0.01157905,0.001915292,NaN,0.01450496,0.644571216,0.001503333,0.004207833,0.225135531,0.039591133,0.086665986,0.036922307,0.033957757,0.007384291,0.005755724,0.025055701,0.004530636,0.010057354,NaN,0.0009013,0.704975243,0.000826609,0.011623998,0.027336039,0.111433936,0.001410326,0.001494409
H,0.931382512,1.957185064,0.05320533,0.009615048,0.22372876,0.094924473,0.220327217,0.023371435,0.507964476,0.259695877,2.161600776,NaN,0.052030908,0.014744134,0.022072428,0.016612823,0.061475241,0.029966062,0.04315153,0.040935513,0.007071558,0.010031498,0.112570671,0.016370049,0.008023831,0.028431684,0.023455261,0.005069014,NaN,0.019414549,1.371729353,NaN,0.005303444,NaN,0.072452567,0.160465532,0.052869068,0.023820034,0.003346387,0.004002781,0.028073525,0.005114157,0.002583033,0.00555955,0.024923316,0.779336045,0.001895379,0.031224754,0.02620183,0.125691114,0.009658345,0.003140765
H,0.977455,3.115291625,0.047123324,0.012203327,0.293965881,0.182958271,0.306650853,0.078855703,0.51910186,0.313623765,2.825960206,0.111812636,0.070057928,0.025237746,0.034037939,0.013853378,0.104421565,0.018666597,0.057009391,0.043348927,0.016658487,0.059822151,0.117129492,NaN,NaN,0.025895618,NaN,0.008003244,NaN,0.018268295,1.675059751,0.001455508,0.002518865,0.761182455,0.113556568,0.283298832,0.05888849,0.018134507,0.00373689,0.002894867,0.044903581,NaN,0.004019289,NaN,0.068289084,0.855205885,0.001544412,0.069025099,0.026031422,0.134449127,0.004127868,0.010761481
H,0.934768149,1.342108358,0.025990763,0.004311827,NaN,0.057094956,0.139832662,0.006939071,0.5075342,0.206011785,NaN,0.056711048,0.05351642,0.002452448,0.01516412,0.008825045,0.046182399,0.01468772,0.047450061,0.023550386,0.004112187,NaN,0.065944056,0.011644768,0.0059117,0.02490961,NaN,NaN,0.078695071,0.01364028,0.771574391,0.001385663,NaN,0.24281031,0.042734843,0.088679677,0.033308506,0.055558257,0.015523631,0.01040011,0.027647731,0.003030301,0.020240819,0.004440966,0.009115945,0.623314028,0.000903918,0.012427474,0.02184869,0.120096045,0.001040665,0.001435598
H,0.958030968,2.086241719,0.035553843,0.007687658,NaN,0.778686209,0.177344012,0.035502691,NaN,0.228003484,1.931235699,0.06277902,0.027110685,0.009980735,0.020494524,0.015739987,0.045090106,0.01808163,0.04645415,0.041274726,0.008354022,0.010611712,0.09543855,0.014034538,0.0078952,0.025609382,NaN,0.003487436,0.12221834,0.021313283,1.195223271,NaN,0.00680545,0.310891778,0.054506789,0.112908362,0.047729374,0.029628033,0.029273924,0.004842965,0.024416725,0.004762306,0.032698492,0.005756582,0.020903691,0.718692674,0.001584501,0.025483303,0.027105577,0.127343051,0.011701307,0.002099943
H,0.930680704,0.651405406,0.036047784,0.005743917,0.166008691,0.110418652,0.166303349,0.046432713,0.52245589,0.208027043,6.603710981,0.076014698,0.053372645,0.011426256,NaN,0.016560047,0.064019638,0.012926601,0.041248199,0.038643008,0.014402882,0.015663275,0.091315629,0.014381366,0.007632393,0.026568682,NaN,0.005103892,0.123491754,0.01574295,1.160750973,0.001205878,0.002480178,0.406097583,0.065488538,0.160571375,0.049377324,0.010528987,0.002071999,0.001799952,0.029280259,0.003896038,0.001738829,NaN,0.030911688,0.645494678,0.001222482,0.027046273,0.024399184,0.117841361,0.001382262,0.005915748
H,0.888492804,1.867362884,0.018829934,NaN,0.093249053,0.052026003,0.096403219,0.00873871,0.493691055,0.191225473,5.167429019,0.037873122,0.027168133,0.007303157,0.013501156,0.009012567,0.036945236,0.009784375,0.044411336,0.01288147,NaN,NaN,NaN,NaN,0.005132452,0.023138019,0.00753979,NaN,0.054944819,0.012318351,0.480343043,NaN,0.00376666,0.211766514,0.035127277,0.083863077,0.033631958,0.071322495,0.020247946,0.013213603,0.023528076,0.003045756,0.028719027,0.004049526,NaN,0.561399169,0.000702536,0.006000256,0.021548258,0.109977073,0.001838844,NaN
H,0.904570171,1.970836364,0.032490767,0.003316197,0.101890433,0.065521476,0.116451252,0.015496381,0.551312446,0.200415602,4.996012743,0.046758243,0.037866411,NaN,NaN,0.013728353,0.042494357,0.012812016,0.050804997,0.016262598,0.005141255,NaN,0.053976645,0.011467834,NaN,0.025163045,NaN,NaN,0.064774105,0.01625334,0.816247166,0.001986328,NaN,0.29230182,0.046495972,0.109530412,0.040617247,0.073355965,0.016928288,0.01365637,0.030896758,0.00444377,0.023532099,NaN,NaN,0.73890753,0.001352926,0.006583947,0.023204739,0.118542758,0.002381308,0.001723747
H,0.87030314,2.061907669,NaN,NaN,0.108934026,0.066039271,0.120626178,NaN,0.541952499,0.190681162,4.681813707,0.045540447,0.045409833,NaN,0.017262312,0.01151603,0.050154719,0.012163986,0.039377161,0.019736742,NaN,NaN,0.04322834,0.011729375,0.006049083,0.021054651,0.01116906,NaN,NaN,0.012109403,0.875401287,0.001431454,NaN,0.380202712,0.056315465,0.146618991,0.034233735,0.127371977,0.020432522,0.024561145,0.030253415,0.003529732,0.024786675,0.005088933,NaN,0.706419736,0.00076499,0.005133782,0.020815201,0.107816515,0.002329875,0.002170646
H,0.892209725,1.645299281,0.037903394,0.002450897,0.17163226,0.084434455,0.213860236,0.028056804,0.560660874,0.257151673,2.307680847,0.052910885,0.043195088,0.03685406,0.022078849,0.018165267,0.0641654,0.019135373,0.051819004,0.035340787,0.007814862,NaN,0.109318004,0.018890975,0.010318039,0.024917841,0.022446669,NaN,NaN,0.026183186,1.722711242,NaN,0.008799238,0.501029498,0.078018319,0.176678826,0.059633089,0.213779453,0.021520241,0.043972234,0.03716475,0.006759129,0.014538133,0.007218966,NaN,NaN,0.002414127,0.025886176,0.024569236,0.132460532,0.016014043,0.002719779
H,0.960858327,2.683611623,0.048422112,0.009853519,0.251409867,0.158202653,0.296617401,0.268370951,0.549934677,0.261323677,4.773481881,0.102072593,NaN,NaN,0.026919367,0.011462788,0.087141583,0.01623428,0.069490548,0.05376807,0.031304166,0.006933168,0.1281952,0.019594152,NaN,0.034894088,0.033991471,NaN,0.172080255,0.021890326,2.083637313,0.001022352,0.009277143,0.605475711,NaN,0.274793775,0.094365759,0.060725535,0.005955185,0.01090765,0.042054333,0.00390059,0.009312713,NaN,0.048832607,0.854387385,0.001100767,0.043635436,0.046412835,0.183100114,0.003474795,0.006787742
H,0.926234904,1.331156301,0.061548022,0.005905249,0.214765679,0.116596263,0.101354794,0.080224246,0.497900321,0.257150136,6.025192236,0.057775573,0.034977911,NaN,NaN,0.010787543,0.083716919,0.019175355,0.034640164,0.050863993,0.015256732,0.012246882,0.111037469,0.021433019,0.008675276,0.026617785,0.026555057,0.010806337,0.142795096,0.020586346,2.106068238,0.001265278,0.005257339,0.683079525,0.112105735,0.287178233,0.051309371,0.122428787,0.011189559,0.022022348,0.034450572,0.004259317,0.011235665,NaN,0.048080004,0.908543422,0.001474309,0.031026689,0.035230325,0.133542232,0.007408542,0.003635343
H,0.881859031,1.460717305,0.014483724,NaN,0.064854638,0.034405417,0.06579814,NaN,0.492233692,0.142331323,4.83695333,0.016413119,NaN,NaN,0.011806395,0.011226235,0.026046187,0.010039254,0.044481022,NaN,NaN,NaN,NaN,0.009481658,0.005078015,0.022687792,0.007757951,NaN,NaN,0.010774519,0.141279807,NaN,0.003494969,0.132492436,0.021846551,0.054166401,0.03472098,0.030219147,0.009350902,0.006734442,0.021851204,NaN,0.011553906,0.003648126,NaN,0.529979307,0.000477097,0.012583257,0.036313065,0.134762372,0.001393429,0.001126039
H,1.056996609,3.428155638,0.049182357,NaN,0.360922365,0.226380534,0.444816807,0.196488417,0.602941209,NaN,6.5574926,0.124573969,0.046635384,NaN,NaN,0.00169995,0.132296648,0.022523412,0.154873478,0.073895548,0.017883751,0.037442582,0.135027741,0.029129341,0.014122498,0.027492841,0.048871483,0.006416177,0.206952021,0.023255642,2.324951581,0.001936264,NaN,1.015454119,0.156582549,0.486594121,0.092030829,0.007523266,0.000786462,0.001222899,0.059970389,NaN,0.00663544,NaN,0.062979911,0.985958066,0.002147636,0.064148599,0.049537106,0.175847507,0.00502699,0.011936996
HD1,0.934258626,2.161554982,0.02981236,0.00359911,0.115963748,0.068134318,0.135910014,0.023642805,0.467851229,0.197205405,2.019317071,0.032310222,NaN,0.013002596,NaN,0.012461025,0.04712432,0.042903968,0.063238548,0.025131975,0.00745898,NaN,0.057155466,0.01402258,0.006813144,0.02698713,NaN,NaN,0.132137033,0.019891721,0.867995768,0.0015032,0.007559713,0.308692666,0.059174103,0.120135408,0.051254452,0.033473846,0.006977319,0.00696215,0.024198705,0.004744939,0.00719362,0.006002271,0.00884885,0.63919324,0.001241855,0.014523527,0.029232161,0.139448423,0.013637914,NaN
HD1,0.94767901,2.628034036,0.026929402,0.003542882,0.163399536,0.11292233,0.170475341,0.026730347,0.485209625,0.216131056,4.242571481,0.062051616,NaN,NaN,0.022361582,0.012625585,0.058104353,0.011637421,0.068819164,0.031804447,0.010927428,0.012879142,0.083300016,NaN,0.010126268,0.03140667,0.016541508,NaN,0.155806372,0.019295925,0.971686133,0.001145444,0.003648817,0.349121548,0.06048207,0.13582939,0.048179739,0.036732878,0.009343953,0.007487953,0.033980573,0.003863063,0.012104165,0.003841604,0.027433618,0.601665214,0.001304935,0.027541365,0.029840244,0.142265089,0.00541232,0.006541554
HD1,0.956536747,2.637340736,0.021400732,0.004592668,0.166906986,0.108730884,0.174779747,0.024453875,0.503395722,0.214292706,4.583087258,0.062525139,0.034397056,NaN,NaN,0.01337981,0.060406025,0.010595669,0.078551082,0.03410431,0.009675083,0.007446286,0.076455279,0.012479957,0.007198898,0.028157934,NaN,NaN,0.137551253,0.01464366,0.854035389,0.000975491,NaN,0.356836253,0.061251283,0.13851542,0.047061107,0.002690797,NaN,0.000550324,0.028513705,0.003223136,0.001006744,NaN,0.031044419,0.583582,0.001618282,0.028926768,0.028403238,0.138528353,0.00443981,0.004653861
HD1,0.951352853,2.444830726,NaN,0.003976945,0.123651541,0.072290394,0.145836033,0.00704051,0.530032807,0.176939212,3.878931527,NaN,0.057243167,0.002070927,NaN,0.014322431,0.049147243,0.015444112,0.048194055,0.022377668,NaN,0.00337468,0.047876875,0.013471893,0.006261358,0.026803518,0.011035863,NaN,0.082662443,0.014041323,0.795305284,0.000846382,0.007006024,0.337201685,0.058141101,0.125490254,0.044937939,0.052956036,0.007200823,0.009799307,0.020249027,0.004618866,0.006603292,NaN,NaN,0.63465258,0.00152,0.010464041,0.025400515,0.123119923,0.010938897,0.001674795
HD1,0.943626956,1.620807126,NaN,0.000840221,0.058044874,0.040616429,0.065349201,0.002490071,0.493447696,0.123747651,10.79650823,0.023603839,0.058742254,NaN,0.009821057,0.011307574,0.025625833,0.009442722,0.039926246,0.005887841,NaN,NaN,NaN,0.007064135,0.004452298,0.026989079,NaN,NaN,0.030307827,0.008386123,0.197266976,0.001499931,0.003794179,0.10479438,0.018484182,0.039670367,0.037950182,0.037093023,0.013872396,0.007263073,0.019735483,0.003427195,0.018449553,0.003769431,NaN,0.49006222,0.001460123,NaN,0.022670435,0.104456565,0.002454085,0.001119354
HD1,0.921708863,2.165282253,0.021051711,NaN,0.091106657,0.050487908,0.10685584,0.004619712,0.490256174,0.177289722,3.815143581,0.028995217,0.058838189,0.000744119,NaN,0.016754262,0.033170773,0.015794646,0.054368629,0.014201181,0.00323699,NaN,0.026727245,0.011606221,0.006878207,0.031782555,0.006028966,NaN,0.059888155,0.014260456,0.498080258,0.000918175,0.007738571,0.229098443,0.040231043,0.086359238,0.049507354,0.0472606,0.006133418,0.00882635,0.017062663,0.004337959,0.0043303,NaN,NaN,0.612433768,0.001231155,0.003255637,0.028294481,0.133607101,0.011203937,0.001931539
HD1,0.907138718,1.897696118,0.016212405,0.00247197,0.092790677,0.052599937,0.100751029,0.012893023,0.502642846,NaN,7.302830724,0.034128835,0.017866951,0.003523477,NaN,0.012018366,0.037700913,0.011713839,0.055961402,0.016445691,0.005377593,NaN,0.043018123,0.010331163,NaN,0.022241922,0.006947084,0.003362108,NaN,0.014411525,0.656738463,NaN,0.004007972,0.192464612,0.038682129,0.072773926,0.03728696,0.039180173,0.017126117,0.007669298,0.025186137,0.003772252,0.022696292,NaN,0.002826689,0.542759575,0.000912338,0.009236972,0.023791846,0.114981248,0.001536459,0.001357211
HD1,0.914157712,1.977249394,0.023667413,NaN,0.098064823,0.052147746,0.115113494,0.00897295,0.518568054,0.19622846,3.262155903,0.02749561,0.02157859,0.002904973,0.016938783,0.010434871,0.034953212,0.016458861,0.046710621,0.016168621,0.005202322,0.00219138,0.041436924,0.010842963,0.007049361,0.022125309,0.008366943,NaN,0.099243005,0.017617882,0.645682145,0.001194767,0.008489268,0.247547117,0.040167378,0.088903693,0.054090683,0.046650401,0.005317485,0.008566849,0.015820128,0.0050253,0.003034852,NaN,NaN,0.664599276,0.00087862,0.009595471,0.024739459,0.120379804,0.009741777,0.002379173
HD1,0.930200674,2.475348281,0.03948751,NaN,0.150132867,0.090591403,0.167041487,0.020492625,0.515731968,0.209780078,4.003218206,NaN,0.044824457,0.013480553,NaN,0.015935982,0.058957359,0.020439963,0.03339272,0.030373227,NaN,0.008781629,0.06753731,0.015130577,0.006476128,0.026210612,0.015732149,NaN,0.105926949,0.014832548,1.161373906,0.00091792,0.006253977,0.425364037,0.070373767,0.155466717,0.038452017,0.072617437,0.011279184,0.012498856,0.023917435,0.004005067,0.013771017,NaN,0.017260985,0.694723073,0.001181603,0.018574792,0.024531136,0.11440438,0.00785434,0.00218078
HD1,1.007406132,2.840611032,0.014277397,NaN,0.110868232,0.090587058,0.11955947,0.044859961,0.34777912,0.243686285,5.734453124,0.051146079,0.0378076,NaN,NaN,0.028882443,0.051354884,0.009667658,0.059169298,0.03131393,0.006467834,NaN,0.064693178,0.010774768,NaN,0.022549876,NaN,0.004541517,0.118522893,0.009302491,0.705951406,NaN,NaN,0.358847221,0.056578967,0.163690889,0.032394682,0.003092162,0.000973879,0.000627652,0.025950741,0.002153948,0.000803125,0.001714106,0.018436937,0.524345297,0.002190503,0.029196816,0.025883693,0.134115948,0.002715025,0.00750741
